Year,Circuit,Type of Action,Pending at Start,Filed,Total Caseload,Terminated,Pending at End
2002,Second Circuit,Foster Custody,76.0,108.0,184.0,102.0,82.0
2002,Second Circuit,Permanent Custody,61.0,44.0,105.0,45.0,60.0
2002,Second Circuit,Other Status,0.0,0.0,0.0,0.0,0.0
2002,Third Circuit,Category,,,,,
2002,Third Circuit,TOTAL CASES,4142.0,6117.0,10259.0,6562.0,3697.0
2002,Third Circuit,Marital Actions and Proceedings,746.0,601.0,1347.0,699.0,648.0
2002,Third Circuit,Divorce,728.0,598.0,1326.0,681.0,645.0
2002,Third Circuit,Annulment,8.0,2.0,10.0,9.0,1.0
2002,Third Circuit,Separation,10.0,1.0,11.0,9.0,2.0
2002,Third Circuit,Uniform Interstate Family Support,175.0,68.0,243.0,219.0,24.0
2002,Third Circuit,Adoption Proceedings,90.0,75.0,165.0,126.0,39.0
2002,Third Circuit,Parental Proceedings,473.0,440.0,913.0,605.0,308.0
2002,Third Circuit,Domestic Abuse Protective Orders (Ch. 586),26.0,959.0,985.0,959.0,26.0
2002,Third Circuit,Miscellaneous Proceedings,162.0,162.0,324.0,161.0,163.0
2002,Third Circuit,Termination of Parental Rights,2.0,2.0,4.0,2.0,2.0
2002,Third Circuit,Hospital Admission,12.0,32.0,44.0,28.0,16.0
2002,Third Circuit,Habeas Corpus,0.0,0.0,0.0,0.0,0.0
2002,Third Circuit,Civil,56.0,21.0,77.0,16.0,61.0
2002,Third Circuit,Guardianship of the Person,70.0,90.0,160.0,99.0,61.0
2002,Third Circuit,Other Miscellaneous Proceedings,22.0,17.0,39.0,16.0,23.0
2002,Third Circuit,Criminal Actions,443.0,785.0,1228.0,694.0,534.0
2002,Third Circuit,Childrenâ€™s Referrals,2027.0,3027.0,5054.0,3099.0,1955.0
2002,Third Circuit,Law Violation,1177.0,1345.0,2522.0,1573.0,949.0
2002,Third Circuit,Traffic,84.0,168.0,252.0,118.0,134.0
2002,Third Circuit,Status Offense,456.0,749.0,1205.0,756.0,449.0
2002,Third Circuit,Abuse and Neglect,276.0,733.0,1009.0,623.0,386.0
2002,Third Circuit,Other Childrenâ€™s Referral,34.0,32.0,66.0,29.0,37.0
2002,Third Circuit,Children on Status*,1409.0,837.0,2246.0,869.0,1377.0
2002,Third Circuit,Probation,230.0,168.0,398.0,141.0,257.0
2002,Third Circuit,Protective Supervision,286.0,145.0,431.0,163.0,268.0
2002,Third Circuit,Family Supervision,309.0,188.0,497.0,259.0,238.0
2002,Third Circuit,Foster Custody,358.0,251.0,609.0,230.0,379.0
2002,Third Circuit,Permanent Custody,221.0,85.0,306.0,76.0,230.0
2002,Third Circuit,Other Status,5.0,0.0,5.0,0.0,5.0
2002,Fifth Circuit,Category,,,,,
2002,Fifth Circuit,TOTAL CASES,2130.0,2221.0,4351.0,2524.0,1827.0
2002,Fifth Circuit,Marital Actions and Proceedings,350.0,245.0,595.0,346.0,249.0
2002,Fifth Circuit,Divorce,336.0,241.0,577.0,333.0,244.0
2002,Fifth Circuit,Annulment,5.0,1.0,6.0,5.0,1.0
2002,Fifth Circuit,Separation,9.0,3.0,12.0,8.0,4.0
2002,Fifth Circuit,Uniform Interstate Family Support,112.0,54.0,166.0,166.0,0.0
2002,Fifth Circuit,Adoption Proceedings,50.0,52.0,102.0,77.0,25.0
2002,Fifth Circuit,Parental Proceedings,277.0,111.0,388.0,129.0,259.0
2002,Fifth Circuit,Domestic Abuse Protective Orders (Ch. 586),205.0,0.0,205.0,205.0,0.0
2002,Fifth Circuit,Miscellaneous Proceedings,46.0,96.0,142.0,93.0,49.0
2002,Fifth Circuit,Termination of Parental Rights,0.0,0.0,0.0,0.0,0.0
2002,Fifth Circuit,Hospital Admission,11.0,63.0,74.0,64.0,10.0
2002,Fifth Circuit,Habeas Corpus,0.0,0.0,0.0,0.0,0.0
2002,Fifth Circuit,Civil,21.0,11.0,32.0,6.0,26.0
2002,Fifth Circuit,Guardianship of the Person,10.0,13.0,23.0,14.0,9.0
2002,Fifth Circuit,Other Miscellaneous Proceedings,4.0,9.0,13.0,9.0,4.0
2002,Fifth Circuit,Criminal Actions,366.0,259.0,625.0,179.0,446.0
2002,Fifth Circuit,Childrenâ€™s Referrals,929.0,1199.0,2128.0,1329.0,799.0
2002,Fifth Circuit,Law Violation,488.0,532.0,1020.0,670.0,350.0
2002,Fifth Circuit,Traffic,173.0,230.0,403.0,262.0,141.0
2002,Fifth Circuit,Status Offense,195.0,313.0,508.0,330.0,178.0
2002,Fifth Circuit,Abuse and Neglect,49.0,111.0,160.0,46.0,114.0
2002,Fifth Circuit,Other Childrenâ€™s Referral,24.0,13.0,37.0,21.0,16.0
2002,Fifth Circuit,Children on Status*,389.0,231.0,620.0,161.0,459.0
2002,Fifth Circuit,Probation,219.0,65.0,284.0,53.0,231.0
2002,Fifth Circuit,Protective Supervision,42.0,29.0,71.0,17.0,49.0
2002,Fifth Circuit,Family Supervision,35.0,46.0,81.0,32.0,49.0
2002,Fifth Circuit,Foster Custody,66.0,65.0,131.0,59.0,72.0
2002,Fifth Circuit,Permanent Custody,27.0,26.0,53.0,0.0,53.0
2002,Fifth Circuit,Other Status,0.0,0.0,0.0,0.0,0.0
2003,First Circuit,Category,,,,,
2003,First Circuit,TOTAL CASES,8538.0,20296.0,28834.0,20073.0,8761.0
2003,First Circuit,Marital Actions and Proceedings,2616.0,4209.0,6825.0,4313.0,2512.0
2003,First Circuit,Divorce,2582.0,4132.0,6714.0,4263.0,2451.0
2003,First Circuit,Annulment,8.0,13.0,21.0,8.0,13.0
2003,First Circuit,Separation,26.0,64.0,90.0,42.0,48.0
2003,First Circuit,Uniform Interstate Family Support,96.0,203.0,299.0,209.0,90.0
2003,First Circuit,Adoption Proceedings,330.0,497.0,827.0,456.0,371.0
2003,First Circuit,Parental Proceedings,1007.0,1525.0,2532.0,1221.0,1311.0
2003,First Circuit,Domestic Abuse Protective Orders (Ch. 586),19.0,3050.0,3069.0,3056.0,13.0
2003,First Circuit,Miscellaneous Proceedings,498.0,1809.0,2307.0,1523.0,784.0
2003,First Circuit,Hospital Admission,73.0,498.0,571.0,402.0,169.0
2003,First Circuit,Habeas Corpus,1.0,3.0,4.0,2.0,2.0
2003,First Circuit,Civil,168.0,891.0,1059.0,828.0,231.0
2003,First Circuit,Guardianship of the Person,256.0,417.0,673.0,291.0,382.0
2003,First Circuit,Other Miscellaneous Proceedings,0.0,0.0,0.0,0.0,0.0
2003,First Circuit,Criminal Actions,1675.0,2088.0,3763.0,2205.0,1558.0
2003,First Circuit,Childrenâ€™s Referrals,2297.0,6915.0,9212.0,7090.0,2122.0
2003,First Circuit,Law Violation,1178.0,2549.0,3727.0,2625.0,1102.0
2003,First Circuit,Traffic,27.0,65.0,92.0,62.0,30.0
2003,First Circuit,Status Offense,786.0,2774.0,3560.0,2806.0,754.0
2003,First Circuit,Abuse and Neglect,256.0,1210.0,1466.0,1277.0,189.0
2003,First Circuit,Other Childrenâ€™s Referral,50.0,317.0,367.0,320.0,47.0
2003,First Circuit,Children on Status*,3423.0,2664.0,5087.0,2495.0,3592.0
2003,First Circuit,Probation,739.0,353.0,1092.0,338.0,754.0
2003,First Circuit,Protective Supervision,244.0,160.0,404.0,127.0,277.0
2003,First Circuit,Family Supervision,578.0,616.0,1194.0,673.0,521.0
2003,First Circuit,Foster Custody,1146.0,1014.0,2160.0,947.0,1216.0
2003,First Circuit,Permanent Custody,716.0,521.0,1237.0,413.0,824.0
2003,First Circuit,Other Status,0.0,0.0,0.0,0.0,0.0
2003,Second Circuit,Category,,,,,
2003,Second Circuit,TOTAL CASES,2947.0,5298.0,8245.0,5721.0,2524.0
2003,Second Circuit,Marital Actions and Proceedings,310.0,629.0,939.0,611.0,328.0
2003,Second Circuit,Divorce,300.0,624.0,924.0,601.0,323.0
2003,Second Circuit,Annulment,4.0,1.0,5.0,3.0,2.0
2003,Second Circuit,Separation,6.0,4.0,10.0,7.0,3.0
2003,Second Circuit,Uniform Interstate Family Support,12.0,68.0,80.0,68.0,12.0
2003,Second Circuit,Adoption Proceedings,22.0,58.0,80.0,73.0,7.0
2003,Second Circuit,Parental Proceedings,173.0,331.0,504.0,354.0,150.0
2003,Second Circuit,Domestic Abuse Protective Orders (Ch. 586),730.0,730.0,730.0,730.0,
2003,Second Circuit,Miscellaneous Proceedings,93.0,276.0,369.0,322.0,47.0
2003,Second Circuit,Hospital Admission,25.0,68.0,93.0,86.0,7.0
2003,Second Circuit,Habeas Corpus,,1.0,3.0,4.0,3.0
2003,Second Circuit,Civil,28.0,141.0,169.0,160.0,9.0
2003,Second Circuit,Guardianship of the Person,39.0,64.0,103.0,73.0,30.0
2003,Second Circuit,Other Miscellaneous Proceedings,1.0,3.0,4.0,3.0,1.0
2003,Second Circuit,Criminal Actions,783.0,1030.0,1813.0,1058.0,755.0
2003,Second Circuit,Childrenâ€™s Referrals,1554.0,2176.0,3730.0,2505.0,1225.0
2003,Second Circuit,Law Violation,921.0,813.0,1734.0,1076.0,658.0
2003,Second Circuit,Traffic,221.0,309.0,530.0,324.0,206.0
2003,Second Circuit,Status Offense,359.0,841.0,1200.0,891.0,309.0
2003,Second Circuit,Abuse and Neglect,23.0,115.0,138.0,113.0,25.0
2003,Second Circuit,Other Childrenâ€™s Referral,30.0,98.0,128.0,101.0,27.0
2003,Second Circuit,Children on Status*,357.0,325.0,682.0,360.0,322.0
2003,Second Circuit,Probation,115.0,65.0,180.0,84.0,96.0
2003,Second Circuit,Protective Supervision,32.0,37.0,69.0,28.0,41.0
2003,Second Circuit,Family Supervision,68.0,70.0,138.0,94.0,44.0
2003,Second Circuit,Foster Custody,82.0,96.0,178.0,106.0,72.0
2003,Second Circuit,Permanent Custody,60.0,57.0,117.0,48.0,69.0
2003,Second Circuit,Other Status,5.0,,5.0,1.0,4.0
2003,Third Circuit,Category,,,,,
2003,Third Circuit,TOTAL CASES,2947.0,5298.0,8245.0,5721.0,2524.0
2003,Third Circuit,Marital Actions and Proceedings,310.0,629.0,939.0,611.0,328.0
2003,Third Circuit,Divorce,300.0,624.0,924.0,601.0,323.0
2003,Third Circuit,Annulment,4.0,1.0,5.0,3.0,2.0
2003,Third Circuit,Separation,6.0,4.0,10.0,7.0,3.0
2003,Third Circuit,Uniform Interstate Family Support,12.0,68.0,80.0,68.0,12.0
2003,Third Circuit,Adoption Proceedings,22.0,58.0,80.0,73.0,7.0
2003,Third Circuit,Parental Proceedings,173.0,331.0,504.0,354.0,150.0
2003,Third Circuit,Domestic Abuse Protective Orders (Ch. 586),730.0,730.0,730.0,730.0,
2003,Third Circuit,Miscellaneous Proceedings,93.0,276.0,369.0,322.0,47.0
2003,Third Circuit,Hospital Admission,25.0,68.0,93.0,86.0,7.0
2003,Third Circuit,Habeas Corpus,,1.0,3.0,4.0,3.0
2003,Third Circuit,Civil,28.0,141.0,169.0,160.0,9.0
2003,Third Circuit,Guardianship of the Person,39.0,64.0,103.0,73.0,30.0
2003,Third Circuit,Other Miscellaneous Proceedings,1.0,3.0,4.0,3.0,1.0
2003,Third Circuit,Criminal Actions,783.0,1030.0,1813.0,1058.0,755.0
2003,Third Circuit,Childrenâ€™s Referrals,1554.0,2176.0,3730.0,2505.0,1225.0
2003,Third Circuit,Law Violation,921.0,813.0,1734.0,1076.0,658.0
2003,Third Circuit,Traffic,221.0,309.0,530.0,324.0,206.0
2003,Third Circuit,Status Offense,359.0,841.0,1200.0,891.0,309.0
2003,Third Circuit,Abuse and Neglect,23.0,115.0,138.0,113.0,25.0
2003,Third Circuit,Other Childrenâ€™s Referral,30.0,98.0,128.0,101.0,27.0
2003,Third Circuit,Children on Status*,357.0,325.0,682.0,360.0,322.0
2003,Third Circuit,Probation,115.0,65.0,180.0,84.0,96.0
2003,Third Circuit,Protective Supervision,32.0,37.0,69.0,28.0,41.0
2003,Third Circuit,Family Supervision,68.0,70.0,138.0,94.0,44.0
2003,Third Circuit,Foster Custody,82.0,96.0,178.0,106.0,72.0
2003,Third Circuit,Permanent Custody,60.0,57.0,117.0,48.0,69.0
2003,Third Circuit,Other Status,,,,,
2003,Fifth Circuit,Category,,,,,
2003,Fifth Circuit,TOTAL CASES,1827.0,3216.0,5043.0,2783.0,2260.0
2003,Fifth Circuit,Marital Actions and Proceedings,249.0,239.0,488.0,224.0,264.0
2003,Fifth Circuit,Divorce,244.0,239.0,483.0,223.0,260.0
2003,Fifth Circuit,Annulment,1.0,,1.0,1.0,1.0
2003,Fifth Circuit,Separation,4.0,,4.0,1.0,3.0
2003,Fifth Circuit,Uniform Interstate Family Support,40.0,,40.0,37.0,3.0
2003,Fifth Circuit,Adoption Proceedings,25.0,57.0,82.0,54.0,28.0
2003,Fifth Circuit,Parental Proceedings,259.0,120.0,379.0,86.0,293.0
2003,Fifth Circuit,Domestic Abuse Protective Orders (Ch. 586),236.0,,236.0,235.0,1.0
2003,Fifth Circuit,Miscellaneous Proceedings,49.0,101.0,150.0,98.0,52.0
2003,Fifth Circuit,Hospital Admission,10.0,74.0,84.0,72.0,12.0
2003,Fifth Circuit,Habeas Corpus,,,3.0,,1.0
2003,Fifth Circuit,Civil,26.0,12.0,38.0,13.0,25.0
2003,Fifth Circuit,Guardianship of the Person,9.0,12.0,21.0,11.0,10.0
2003,Fifth Circuit,Other Miscellaneous Proceedings,4.0,3.0,7.0,2.0,5.0
2003,Fifth Circuit,Criminal Actions,446.0,342.0,788.0,484.0,304.0
2003,Fifth Circuit,Childrenâ€™s Referrals,799.0,2081.0,2880.0,1565.0,1315.0
2003,Fifth Circuit,Law Violation,350.0,841.0,1191.0,640.0,551.0
2003,Fifth Circuit,Traffic,141.0,347.0,488.0,281.0,207.0
2003,Fifth Circuit,Status Offense,178.0,749.0,927.0,573.0,354.0
2003,Fifth Circuit,Abuse and Neglect,114.0,101.0,215.0,60.0,155.0
2003,Fifth Circuit,Other Childrenâ€™s Referral,16.0,43.0,59.0,11.0,48.0
2003,Fifth Circuit,Children on Status*,459.0,218.0,677.0,191.0,486.0
2003,Fifth Circuit,Probation,231.0,75.0,306.0,55.0,251.0
2003,Fifth Circuit,Protective Supervision,54.0,36.0,90.0,22.0,68.0
2003,Fifth Circuit,Family Supervision,49.0,28.0,77.0,45.0,32.0
2003,Fifth Circuit,Foster Custody,72.0,63.0,135.0,45.0,90.0
2003,Fifth Circuit,Permanent Custody,53.0,16.0,69.0,24.0,45.0
2003,Fifth Circuit,Other Status,,,,,
2004,First Circuit,Category,,,,,
2004,First Circuit,TOTAL CASES,8761.0,19570.0,28331.0,19459.0,8872.0
2004,First Circuit,Marital Actions and Proceedings,2512.0,3996.0,6508.0,3816.0,2692.0
2004,First Circuit,Divorce,2451.0,3961.0,6412.0,3765.0,2647.0
2004,First Circuit,Annulment,13.0,12.0,25.0,10.0,15.0
2004,First Circuit,Separation,48.0,23.0,71.0,41.0,30.0
2004,First Circuit,Uniform Interstate Family Support,90.0,258.0,348.0,316.0,32.0
2004,First Circuit,Adoption Proceedings,371.0,553.0,924.0,617.0,307.0
2004,First Circuit,Parental Proceedings,1311.0,1627.0,2938.0,1213.0,1725.0
2004,First Circuit,Domestic Abuse Protective Orders (Ch. 586),13.0,2688.0,2701.0,2701.0,
2004,First Circuit,Miscellaneous Proceedings,784.0,1507.0,2291.0,1665.0,626.0
2004,First Circuit,Hospital Admission,169.0,398.0,567.0,493.0,74.0
2004,First Circuit,Habeas Corpus,2.0,9.0,11.0,8.0,3.0
2004,First Circuit,Civil,231.0,714.0,945.0,567.0,378.0
2004,First Circuit,Guardianship of the Person,382.0,386.0,768.0,597.0,171.0
2004,First Circuit,Other Miscellaneous Proceedings,,,,,
2004,First Circuit,Criminal Actions,1558.0,1754.0,3312.0,1816.0,1496.0
2004,First Circuit,Childrenâ€™s Referrals,2122.0,7187.0,9309.0,7315.0,1994.0
2004,First Circuit,Law Violation,1102.0,2575.0,3677.0,2783.0,894.0
2004,First Circuit,Traffic,30.0,86.0,116.0,97.0,19.0
2004,First Circuit,Status Offense,754.0,3140.0,3894.0,3078.0,816.0
2004,First Circuit,Abuse and Neglect,189.0,1094.0,1283.0,1055.0,228.0
2004,First Circuit,Other Childrenâ€™s Referral,47.0,292.0,339.0,302.0,37.0
2004,First Circuit,Children on Status*,3592.0,2764.0,6356.0,2732.0,3624.0
2004,First Circuit,Probation,754.0,336.0,1090.0,320.0,770.0
2004,First Circuit,Protective Supervision,277.0,155.0,432.0,145.0,287.0
2004,First Circuit,Family Supervision,521.0,638.0,1159.0,671.0,488.0
2004,First Circuit,Foster Custody,1216.0,967.0,2183.0,1114.0,1069.0
2004,First Circuit,Permanent Custody,824.0,668.0,1492.0,482.0,1010.0
2004,First Circuit,Other Status,,,,,
2004,Second Circuit,Category,,,,,
2004,Second Circuit,TOTAL CASES,2524.0,5394.0,7918.0,5607.0,2311.0
2004,Second Circuit,Marital Actions and Proceedings,328.0,626.0,954.0,634.0,320.0
2004,Second Circuit,Divorce,323.0,617.0,940.0,626.0,314.0
2004,Second Circuit,Annulment,2.0,2.0,4.0,2.0,2.0
2004,Second Circuit,Separation,3.0,7.0,10.0,6.0,4.0
2004,Second Circuit,Uniform Interstate Family Support,12.0,95.0,107.0,92.0,15.0
2004,Second Circuit,Adoption Proceedings,7.0,79.0,86.0,62.0,24.0
2004,Second Circuit,Parental Proceedings,150.0,306.0,456.0,325.0,131.0
2004,Second Circuit,Domestic Abuse Protective Orders (Ch. 586),,697.0,697.0,697.0,
2004,Second Circuit,Miscellaneous Proceedings,47.0,387.0,434.0,398.0,36.0
2004,Second Circuit,Hospital Admission,7.0,88.0,95.0,84.0,11.0
2004,Second Circuit,Habeas Corpus,,,,,
2004,Second Circuit,Civil,9.0,223.0,232.0,222.0,10.0
2004,Second Circuit,Guardianship of the Person,30.0,75.0,105.0,90.0,15.0
2004,Second Circuit,Other Miscellaneous Proceedings,1.0,1.0,2.0,2.0,
2004,Second Circuit,Criminal Actions,755.0,958.0,1713.0,1062.0,651.0
2004,Second Circuit,Childrenâ€™s Referrals,1225.0,2246.0,3471.0,2337.0,1134.0
2004,Second Circuit,Law Violation,658.0,804.0,1462.0,862.0,600.0
2004,Second Circuit,Traffic,206.0,279.0,485.0,271.0,214.0
2004,Second Circuit,Status Offense,309.0,957.0,1266.0,974.0,292.0
2004,Second Circuit,Abuse and Neglect,25.0,118.0,143.0,129.0,14.0
2004,Second Circuit,Other Childrenâ€™s Referral,27.0,88.0,115.0,101.0,14.0
2004,Second Circuit,Children on Status*,322.0,333.0,655.0,307.0,348.0
2004,Second Circuit,Probation,96.0,66.0,162.0,67.0,95.0
2004,Second Circuit,Protective Supervision,41.0,53.0,94.0,35.0,59.0
2004,Second Circuit,Family Supervision,44.0,79.0,123.0,64.0,59.0
2004,Second Circuit,Foster Custody,72.0,104.0,176.0,91.0,85.0
2004,Second Circuit,Permanent Custody,69.0,31.0,100.0,50.0,50.0
2004,Second Circuit,Other Status,,,,,
2004,Third Circuit,Category,,,,,
2004,Third Circuit,TOTAL CASES,4133.0,7613.0,11746.0,7431.0,4315.0
2004,Third Circuit,Marital Actions and Proceedings,636.0,636.0,1272.0,595.0,677.0
2004,Third Circuit,Divorce,629.0,632.0,1261.0,590.0,671.0
2004,Third Circuit,Annulment,3.0,1.0,4.0,2.0,2.0
2004,Third Circuit,Separation,4.0,3.0,7.0,3.0,4.0
2004,Third Circuit,Uniform Interstate Family Support,21.0,81.0,102.0,75.0,27.0
2004,Third Circuit,Adoption Proceedings,36.0,91.0,127.0,85.0,42.0
2004,Third Circuit,Parental Proceedings,365.0,509.0,874.0,470.0,404.0
2004,Third Circuit,Domestic Abuse Protective Orders (Ch. 586),7.0,1236.0,1243.0,1214.0,29.0
2004,Third Circuit,Miscellaneous Proceedings,218.0,212.0,430.0,147.0,283.0
2004,Third Circuit,Hospital Admission,16.0,36.0,52.0,24.0,28.0
2004,Third Circuit,Habeas Corpus,,,,,
2004,Third Circuit,Civil,64.0,31.0,95.0,21.0,74.0
2004,Third Circuit,Guardianship of the Person,117.0,124.0,241.0,86.0,155.0
2004,Third Circuit,Other Miscellaneous Proceedings,21.0,21.0,42.0,16.0,26.0
2004,Third Circuit,Criminal Actions,760.0,1184.0,1944.0,1114.0,830.0
2004,Third Circuit,Childrenâ€™s Referrals,2090.0,3664.0,5754.0,3731.0,2023.0
2004,Third Circuit,Law Violation,853.0,1625.0,2478.0,1678.0,800.0
2004,Third Circuit,Traffic,129.0,202.0,331.0,224.0,107.0
2004,Third Circuit,Status Offense,646.0,1272.0,1918.0,1385.0,533.0
2004,Third Circuit,Abuse and Neglect,408.0,526.0,934.0,405.0,529.0
2004,Third Circuit,Other Childrenâ€™s Referral,54.0,39.0,93.0,39.0,54.0
2004,Third Circuit,Children on Status*,1327.0,828.0,2155.0,884.0,1271.0
2004,Third Circuit,Probation,274.0,208.0,482.0,176.0,306.0
2004,Third Circuit,Protective Supervision,351.0,233.0,584.0,234.0,350.0
2004,Third Circuit,Family Supervision,176.0,152.0,328.0,171.0,157.0
2004,Third Circuit,Foster Custody,310.0,197.0,507.0,207.0,300.0
2004,Third Circuit,Permanent Custody,212.0,38.0,250.0,96.0,154.0
2004,Third Circuit,Other Status,4.0,,4.0,,4.0
2004,Fifth Circuit,Category,,,,,
2004,Fifth Circuit,TOTAL CASES,2260.0,2414.0,4674.0,2738.0,1936.0
2004,Fifth Circuit,Marital Actions and Proceedings,264.0,246.0,510.0,228.0,282.0
2004,Fifth Circuit,Divorce,260.0,245.0,505.0,227.0,278.0
2004,Fifth Circuit,Annulment,1.0,,1.0,,1.0
2004,Fifth Circuit,Separation,3.0,1.0,4.0,1.0,3.0
2004,Fifth Circuit,Uniform Interstate Family Support,3.0,36.0,39.0,23.0,16.0
2004,Fifth Circuit,Adoption Proceedings,28.0,44.0,72.0,43.0,29.0
2004,Fifth Circuit,Parental Proceedings,293.0,118.0,411.0,99.0,312.0
2004,Fifth Circuit,Domestic Abuse Protective Orders (Ch. 586),1.0,213.0,214.0,200.0,14.0
2004,Fifth Circuit,Miscellaneous Proceedings,52.0,123.0,175.0,109.0,66.0
2004,Fifth Circuit,Hospital Admission,12.0,79.0,91.0,75.0,16.0
2004,Fifth Circuit,Habeas Corpus,,,,,
2004,Fifth Circuit,Civil,25.0,22.0,47.0,21.0,26.0
2004,Fifth Circuit,Guardianship of the Person,10.0,19.0,29.0,11.0,18.0
2004,Fifth Circuit,Other Miscellaneous Proceedings,5.0,3.0,8.0,2.0,6.0
2004,Fifth Circuit,Criminal Actions,304.0,255.0,559.0,233.0,326.0
2004,Fifth Circuit,Childrenâ€™s Referrals,1315.0,1379.0,2694.0,1803.0,891.0
2004,Fifth Circuit,Law Violation,551.0,535.0,1086.0,737.0,349.0
2004,Fifth Circuit,Traffic,207.0,111.0,318.0,227.0,91.0
2004,Fifth Circuit,Status Offense,354.0,623.0,977.0,709.0,268.0
2004,Fifth Circuit,Abuse and Neglect,155.0,61.0,216.0,68.0,148.0
2004,Fifth Circuit,Other Childrenâ€™s Referral,48.0,49.0,97.0,62.0,35.0
2004,Fifth Circuit,Children on Status*,486.0,223.0,709.0,260.0,449.0
2004,Fifth Circuit,Probation,251.0,74.0,325.0,96.0,229.0
2004,Fifth Circuit,Protective Supervision,68.0,26.0,94.0,45.0,49.0
2004,Fifth Circuit,Family Supervision,32.0,37.0,69.0,44.0,25.0
2004,Fifth Circuit,Foster Custody,90.0,50.0,140.0,67.0,73.0
2004,Fifth Circuit,Permanent Custody,45.0,36.0,81.0,8.0,73.0
2004,Fifth Circuit,Other Status,,,,,
2005,First Circuit,Category,,,,,
2005,First Circuit,TOTAL CASES,8872.0,18411.0,27283.0,19350.0,7933.0
2005,First Circuit,Marital Actions and Proceedings,2692.0,4161.0,6853.0,4355.0,2498.0
2005,First Circuit,Divorce,2647.0,4132.0,6779.0,4320.0,2459.0
2005,First Circuit,Annulment,15.0,10.0,25.0,14.0,11.0
2005,First Circuit,Separation,30.0,19.0,49.0,21.0,28.0
2005,First Circuit,Uniform Interstate Family Support,32.0,203.0,235.0,221.0,14.0
2005,First Circuit,Adoption Proceedings,307.0,564.0,871.0,548.0,323.0
2005,First Circuit,Parental Proceedings,1725.0,1311.0,3036.0,2064.0,972.0
2005,First Circuit,Domestic Abuse Protective Orders (Ch. 586),2592.0,,2592.0,2591.0,1.0
2005,First Circuit,Miscellaneous Proceedings,626.0,1492.0,2118.0,1820.0,298.0
2005,First Circuit,Hospital Admission,74.0,479.0,553.0,474.0,79.0
2005,First Circuit,Habeas Corpus,3.0,16.0,19.0,19.0,
2005,First Circuit,Civil,378.0,604.0,982.0,926.0,56.0
2005,First Circuit,Guardianship of the Person,171.0,393.0,564.0,401.0,163.0
2005,First Circuit,Other Miscellaneous Proceedings,,,,,
2005,First Circuit,Criminal Actions,1496.0,1403.0,2899.0,1102.0,1797.0
2005,First Circuit,Childrenâ€™s Referrals,1994.0,6685.0,8679.0,6649.0,2030.0
2005,First Circuit,Law Violation,894.0,2329.0,3223.0,2401.0,822.0
2005,First Circuit,Traffic,19.0,73.0,92.0,57.0,35.0
2005,First Circuit,Status Offense,816.0,2984.0,3800.0,2879.0,921.0
2005,First Circuit,Abuse and Neglect,228.0,973.0,1201.0,998.0,203.0
2005,First Circuit,Other Childrenâ€™s Referral,37.0,326.0,363.0,314.0,49.0
2005,First Circuit,Children on Status*,3624.0,2380.0,6004.0,2526.0,3478.0
2005,First Circuit,Probation,770.0,299.0,1069.0,369.0,700.0
2005,First Circuit,Protective Supervision,287.0,183.0,470.0,139.0,331.0
2005,First Circuit,Family Supervision,488.0,567.0,1055.0,624.0,431.0
2005,First Circuit,Foster Custody,1069.0,867.0,1936.0,899.0,1037.0
2005,First Circuit,Permanent Custody,1010.0,464.0,1474.0,495.0,979.0
2005,First Circuit,Other Status,,,,,
2005,Second Circuit,Category,,,,,
2005,Second Circuit,TOTAL CASES,2311.0,5012.0,7323.0,5356.0,1967.0
2005,Second Circuit,Marital Actions and Proceedings,320.0,593.0,913.0,611.0,302.0
2005,Second Circuit,Divorce,314.0,590.0,904.0,605.0,299.0
2005,Second Circuit,Annulment,2.0,1.0,3.0,2.0,1.0
2005,Second Circuit,Separation,4.0,2.0,6.0,4.0,2.0
2005,Second Circuit,Uniform Interstate Family Support,15.0,79.0,94.0,87.0,7.0
2005,Second Circuit,Adoption Proceedings,24.0,75.0,99.0,78.0,21.0
2005,Second Circuit,Parental Proceedings,131.0,267.0,398.0,270.0,128.0
2005,Second Circuit,Domestic Abuse Protective Orders (Ch. 586),638.0,,638.0,637.0,1.0
2005,Second Circuit,Miscellaneous Proceedings,36.0,348.0,384.0,340.0,44.0
2005,Second Circuit,Hospital Admission,11.0,39.0,50.0,42.0,8.0
2005,Second Circuit,Habeas Corpus,,,,,
2005,Second Circuit,Civil,10.0,214.0,224.0,214.0,10.0
2005,Second Circuit,Guardianship of the Person,15.0,63.0,78.0,52.0,26.0
2005,Second Circuit,Other Miscellaneous Proceedings,,32.0,32.0,32.0,
2005,Second Circuit,Criminal Actions,651.0,805.0,1456.0,1045.0,411.0
2005,Second Circuit,Childrenâ€™s Referrals,1134.0,2207.0,3341.0,2288.0,1053.0
2005,Second Circuit,Law Violation,600.0,800.0,1400.0,851.0,549.0
2005,Second Circuit,Traffic,214.0,211.0,425.0,249.0,176.0
2005,Second Circuit,Status Offense,292.0,1059.0,1351.0,1062.0,289.0
2005,Second Circuit,Abuse and Neglect,14.0,99.0,113.0,93.0,20.0
2005,Second Circuit,Other Childrenâ€™s Referral,14.0,38.0,52.0,33.0,19.0
2005,Second Circuit,Children on Status*,348.0,320.0,668.0,311.0,357.0
2005,Second Circuit,Probation,95.0,62.0,157.0,52.0,105.0
